iter	RMSE
434	0.2713249623
435	0.2712508373
436	0.2709885536
437	0.2708911498
438	0.2706398327
439	0.2705494135
440	0.2703932601
441	0.2703853574
442	0.2703256787
443	0.270138459
444	0.2700480849
445	0.2699327576
446	0.2698423866
447	0.2697463916
448	0.2696579371
449	0.2695750528
450	0.2693675713
451	0.2691544516
452	0.2689937469
453	0.2687711359
454	0.2685012312
455	0.2683366098
456	0.2682448422
457	0.268161929
458	0.2680641999
459	0.2678689679
460	0.2677197319
461	0.2674846311
462	0.2673766148
463	0.2671351162
464	0.2670274718
465	0.2669581291
466	0.2667557845
467	0.2664898422
468	0.2663687677
469	0.2661121104
470	0.2659821311
471	0.2659693036
472	0.265770184
473	0.2654866776
474	0.2652571054
475	0.2651858241
476	0.2651126043
477	0.2648490469
478	0.264833801
479	0.2646132814
480	0.2645534913
481	0.2644715951
482	0.2642510108
483	0.264208266
484	0.2639443966
485	0.2637182769
486	0.2636655619
487	0.2636522966
488	0.2634586477
489	0.2632324407
490	0.2630796654
491	0.2629360199
492	0.2627151865
493	0.2625275023
494	0.2623775545
495	0.262237943
496	0.2619423122
497	0.2617360211
498	0.261653463
499	0.2614629577
500	0.2613874874
501	0.2612242371
502	0.261038065
503	0.2608401611
504	0.2606347893
505	0.2603899158
506	0.2602345113
507	0.2601932084
508	0.2599592823
509	0.2597225035
510	0.2596673111
511	0.2596632936
512	0.2595733425
513	0.2593367922
514	0.2590671914
515	0.2590349928
516	0.2590311952
517	0.258877523
518	0.2586505173
519	0.2584773272
520	0.2583376989
521	0.2582506307
522	0.2580958045
523	0.2579547222
524	0.257753391
525	0.2576794434
526	0.2576081433
527	0.2574732567
528	0.2574124022
529	0.2571729493
530	0.2569693776
531	0.2567526184
532	0.2565530928
533	0.2563594708
534	0.2563531068
535	0.2563329436
536	0.2562086032
537	0.2560174622
538	0.2559181198
539	0.2558769462
540	0.2558112363
541	0.2557779428
542	0.2555416529
543	0.2555009955
544	0.2554525818
545	0.2553182466
546	0.2551486091
547	0.2549580763
548	0.2549290836
549	0.2547317951
550	0.254518884
551	0.2544017882
552	0.25430413
553	0.2541222126
554	0.2538652595
555	0.2537968978
556	0.2534855635
557	0.2534221923
558	0.2532069869
559	0.2530804488
560	0.2528872633
561	0.252782428
562	0.2527508304
563	0.2525351231
564	0.2524938688
565	0.2524708772
566	0.2523746771
567	0.2522522819
568	0.2521379676
569	0.2520676958
570	0.2517880975
571	0.2517076217
572	0.2516410071
573	0.2515401633
574	0.2515048631
575	0.2513907053
576	0.2512708309
577	0.2511500011
578	0.2511280264
579	0.2509549563
580	0.2507787415
581	0.2507581782
582	0.2505685712
583	0.2505303168
584	0.2503932592
585	0.2503655867
586	0.2501162478
587	0.250013194
588	0.2499787807
589	0.2499671024
590	0.2499061698
591	0.2496891945
592	0.2494998299
593	0.2493094196
594	0.2490958256
595	0.2489569223
596	0.2489480642
597	0.2488157706
598	0.2486557862
599	0.2486145962
600	0.2483805755
601	0.2481904968
602	0.2479807706
603	0.2479043001
604	0.2477178239
605	0.2475634074
606	0.2475255329
607	0.2473735052
608	0.2472561329
609	0.2471859948
610	0.2471398587
611	0.2470239428
612	0.2469557067
613	0.2468125368
614	0.2467067142
615	0.246613039
616	0.2465484631
617	0.2464645471
618	0.2462917175
619	0.2461162135
620	0.2459018369
621	0.2458871744
622	0.2457498663
623	0.2456697304
624	0.2454941089
625	0.2454431257
626	0.2452816725
627	0.2451623243
628	0.2450695149
629	0.2449473773
630	0.244714246
631	0.2446914357
632	0.2446327612
633	0.2445110348
634	0.2444555771
635	0.2442577596
636	0.2441827214
637	0.2440707876
638	0.2438792995
639	0.2438167487
640	0.2438017014
641	0.2436555061
642	0.2435451441
643	0.243512859
644	0.2434474082
645	0.2431400998
646	0.2430302098
647	0.242945105
648	0.242905447
649	0.2427259368
650	0.2426045736
651	0.2425721071
652	0.2424821634
653	0.2422673054
654	0.2420740473
655	0.241883076
656	0.2416996978
657	0.241671672
658	0.2416172357
659	0.2414663404
660	0.2414470218
661	0.2413998693
662	0.2413522912
663	0.2413027531
664	0.241109828
665	0.2410913103
666	0.2409296592
667	0.2407614947
668	0.2405839162
669	0.2404185825
670	0.2403616191
671	0.2401497854
672	0.240029188
673	0.2400211997
674	0.2399008222
675	0.2398704532
676	0.2396098517
677	0.2394237457
678	0.2391893564
679	0.2391444072
680	0.2390513429
681	0.2389700255
682	0.2389578308
683	0.2387701434
684	0.2387302809
685	0.2385176072
686	0.2383221799
687	0.2381666644
688	0.2380887887
689	0.2379997701
690	0.2378294656
691	0.2376186302
692	0.2375697502
693	0.2373199704
694	0.2371867221
695	0.2371448683
696	0.236922214
697	0.2368881673
698	0.2367716121
699	0.2367146364
700	0.2364896616
701	0.2362979969
702	0.2360957287
703	0.2359320916
704	0.2358992076
705	0.2357231418
706	0.2356268621
707	0.2355520818
708	0.2354850816
709	0.2353882693
710	0.2352622378
711	0.2351482759
712	0.2350906344
713	0.2348733829
714	0.234762784
715	0.2346880048
716	0.2346343937
717	0.2344993124
718	0.2344386424
719	0.2342549743
720	0.2339427824
721	0.2339335746
722	0.2338107895
723	0.2337960799
724	0.2337036431
725	0.2335947697
726	0.2335227187
727	0.2334478613
728	0.2332214078
729	0.2331378864
730	0.2330538931
731	0.2329488956
732	0.2328250791
733	0.2327635955
734	0.2326162767
735	0.2323959143
736	0.2323761567
737	0.2323445925
738	0.2321820801
739	0.2320204384
740	0.2319656801
741	0.2317489918
742	0.2316667799
743	0.2316256608
744	0.2316012807
745	0.2314707406
746	0.2314072505
747	0.231327658
748	0.2311617804
749	0.2310536812
750	0.2309091105
751	0.2308832847
752	0.230846231
753	0.2307720608
754	0.2306923404
755	0.2305696857
756	0.2305038511
757	0.2304533002
758	0.2302388891
759	0.2301653206
760	0.2300880287
761	0.2299537215
762	0.2299512155
763	0.2299489774
764	0.2299243095
765	0.2297734454
766	0.2297136061
767	0.2296267466
768	0.2294906349
769	0.2293313739
770	0.2293212597
771	0.2292493038
772	0.2291177895
773	0.2289518578
774	0.2287727145
775	0.2285769184
776	0.2284462755
777	0.2282831019
778	0.2280683698
779	0.2280449638
780	0.2278649586
781	0.2277685708
782	0.2275153352
783	0.2274558883
784	0.2273592895
785	0.2273155484
786	0.2271861982
787	0.2270726692
788	0.2269174336
789	0.2267452824
790	0.2265469059
791	0.2264781021
792	0.2264064258
793	0.2263420577
794	0.226162996
795	0.2260497018
796	0.2257604843
797	0.225515651
798	0.2253244707
799	0.225288031
800	0.2252805071
801	0.225209595
802	0.2250106165
803	0.2249653851
804	0.2248443057
805	0.2248388387
806	0.2247724799
807	0.224704831
808	0.2246643133
809	0.2246596844
810	0.2244868994
811	0.2244443035
812	0.2242340851
813	0.2240944084
814	0.2239320368
815	0.2239140013
816	0.22388442
817	0.223784953
818	0.2236912305
819	0.2235428452
820	0.2235377821
821	0.2234971573
822	0.2233768362
823	0.2232099563
824	0.2230086022
825	0.2229711265
826	0.2227533694
827	0.2226350807
828	0.2225889476
829	0.2224926016
830	0.222430301
831	0.2224047957
832	0.2221789757
833	0.2219330123
834	0.2218570146
835	0.2218156467
836	0.2217873057
837	0.2216141394
838	0.2215875563
839	0.2215252
840	0.2214470334
841	0.2213779724
842	0.2212640009
843	0.2212412419
844	0.2211325113
845	0.2211249495
846	0.2210220916
847	0.2210184428
848	0.2210091464
849	0.2208609997
850	0.2208510812
851	0.220703012
852	0.2206854408
853	0.2205933742
854	0.2205276187
855	0.2204846258
856	0.2204231428
857	0.220361833
858	0.2203291085
859	0.2201846331
860	0.220099031
861	0.2199942267
862	0.2198430275
863	0.2198059565
864	0.2197400865
865	0.219684465
866	0.2196620469
867	0.2195289087
868	0.2194476904
869	0.2192960042
870	0.2190945922
871	0.2190184065
872	0.2189807827
873	0.2188809876
874	0.2188103478
875	0.218800336
876	0.2187830006
877	0.2187804232
878	0.2186987307
879	0.2185803204
880	0.2184632477
881	0.2184585967
882	0.2183956414
883	0.2181991968
884	0.2181143406
885	0.2181094393
886	0.2179669496
887	0.2179354075
888	0.2178571209
889	0.2178516364
890	0.2178178626
891	0.2177713706
892	0.2176622489
893	0.2175228217
894	0.217425873
895	0.217270744
896	0.2171758011
897	0.2171597127
898	0.2170259251
899	0.2169719762
900	0.2168441825
901	0.2166274844
902	0.2166168646
903	0.2164446296
904	0.216279765
905	0.216170751
906	0.2160485812
907	0.2159389177
908	0.2157162578
909	0.2156492828
910	0.2154055444
911	0.2152362629
912	0.2151331437
913	0.2151260244
914	0.214942141
915	0.2149136915
916	0.2148850012
917	0.2148330107
918	0.2147419313
919	0.2146917502
920	0.2146288268
921	0.2145474388
922	0.2144795712
923	0.2143717238
924	0.2143103725
925	0.2141484421
926	0.2139228667
927	0.2138683225
928	0.2138204968
929	0.2136900502
930	0.2136579436
931	0.2135980233
932	0.2134201769
933	0.2132828751
934	0.2132214558
935	0.2131618449
936	0.2130300884
937	0.2129946125
938	0.2128376801
939	0.2128245051
940	0.2126221475
941	0.2125785121
942	0.2124134618
943	0.2122326896
944	0.2121277272
945	0.2119961891
946	0.2119658329
947	0.211907186
948	0.2119044388
949	0.2117819302
950	0.211720655
951	0.2116076549
952	0.2115535919
953	0.2114147986
954	0.2114118741
955	0.2113936829
956	0.2113795422
957	0.211275431
958	0.2111322428
959	0.2109110746
960	0.2107700531
961	0.2107641975
962	0.2105993636
963	0.2104536515
964	0.2104236325
965	0.2103827356
966	0.2103339058
967	0.2101823743
968	0.2101555188
969	0.2099913251
970	0.2099533397
971	0.2098241629
972	0.2097221859
973	0.2096235975
974	0.2095865363
975	0.209438098
976	0.2093943355
977	0.2092704357
978	0.2091622352
979	0.209070556
980	0.2089172027
981	0.2089142637
982	0.2087955441
983	0.2086892729
984	0.2086113424
985	0.2084985748
986	0.2084322218
987	0.2083192546
988	0.2082655582
989	0.2082125397
990	0.2080847198
991	0.2080835524
992	0.2080417179
993	0.2079756227
994	0.2078721723
995	0.2077075712
996	0.2076929169
997	0.2076300252
998	0.207602808
999	0.2074936577
